"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"511.3","015651394","Monograph","Language material ; Text","Volume","GBB0C4214","","9780930326258","Dodgson, Charles Lutwidge","1832-1898","person","","Abeles, Francine F., 1935- [person] ; Dodgson, Charles Lutwidge, 1832-1898 [person]","The logic pamphlets of Charles Lutwidge Dodgson and related pieces","","The pamphlets of Lewis Carroll","volume 4 [The pamphlets of Lewis Carroll]","United States of America","Charlottesville ; New York","Lewis Carroll Society of North America ; University Press ; Virginia","2010","","xx, 271 pages, illustrations, 24 cm","YD.2010.a.15628 ; YD.2010.a.16377","Mathematics--Philosophy ; Logic, Symbolic and mathematical","","English","",""
"511.3","016634404","Monograph","Language material ; Text","Volume","","","9781906420130","Carroll, Lewis","1832-1898","person","","Unwin, Steve [person] ; Carroll, Lewis, 1832-1898 [person]","The game of logic : logic explained through play","","","","England","Preston","Photon","2014","","124 pages, 180 black and white, illustrations, 26 x 17 cm","","","","English","paperback",""
"511.3","018922564","Monograph","Language material ; Text","Volume","GBB8C0788","","9789813208674","Nitsa, Movshovitz-Hadar","","person","author","Nitsa, Movshovitz-Hadar, author [person]","Logic in Wonderland : an introduction to logic through reading Alice's Adventures in Wonderland. Student's workbook","","","","Singapore","","World Scientific Publishing","2019","","ix, 242 pages","","Carroll, Lewis, 1832-1898 ; Logic, Symbolic and mathematical--Problems, exercises, etc","Problems and exercises","English","",""
"511.3071","018922562","Monograph","Language material ; Text","Volume","GBB8C0786","","9789813208629 ; 9789813209817","Movshovitz-Hadar, Nitsa","","person","author","Movshovitz-Hadar, Nitsa, author [person] ; Shriki, Atara, author [person]","Logic in Wonderland : an introduction to logic through reading Alice in Wonderland. Teacher's guidebook","","","","Singapore","","World Scientific Publishing","2019","","ix, 315 pages","","Carroll, Lewis, 1832-1898 ; Logic, Symbolic and mathematical--Problems, exercises, etc ; Logic, Symbolic and mathematical--Study and teaching","Problems and exercises","English","",""
"513.211","018132621","Monograph","Language material ; Still image ; Text","Volume","GBB6J8813","","9781509820559","","","","","Carroll, Lewis, 1832-1898 [person] ; Tenniel, John, 1820-1914 [person]","One white rabbit : a counting book","Works","","","England","London","Macmillan","2017","","1 volume (unpaged), chiefly colour illustrations, 19 x 19 cm","CLE.2017.a.191","Alice, (Fictitious character from Carroll)--Pictorial works--Juvenile literature ; Board books ; Counting--Pictorial works--Juvenile literature","Children's literature ; Pictorial work","English","Board book",""
"513.211","018217731","Monograph","Language material ; Still image ; Text","Online resource (ePub ebook)","GBB720802","","9781509859306","","","","","Carroll, Lewis, 1832-1898 [person] ; Tenniel, John, 1820-1914 [person]","One white rabbit : a counting book","Works","","","England","London","Macmillan","2017","","1 online resource, chiefly colour illustrations","","Alice, (Fictitious character from Carroll)--Pictorial works--Juvenile literature ; Board books ; Counting--Pictorial works--Juvenile literature","Children's literature ; Pictorial work","English","Additional physical form: Print version. 9781509820559 ; Board book",""
"516","013837349","Monograph","Language material ; Text","Volume","","","9780486229683","Dodgson, Charles Lutwidge","1832-1898","person","","Dodgson, Charles Lutwidge, 1832-1898 [person]","Euclid and his modern rivals","","","","United States of America","New York","Dover","1973","","xxxi, 275 pages, illustrations, 22 cm","75/30563","Geometry--Miscellanea ; Euclid","","English","reprinted of the 1885 edition published by Macmillan, London",""
"526.9","009016141","Monograph","Language material ; Text","Volume","GB6608058","","","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person] ; Green, Roger Lancelyn [person]","The works of Lewis Carroll","","","","England","London","Hamlyn","1965","","1130 pages, illustrations, 22 cm","X.909/6702","","","English","Includes letters, essays, mathematical puzzles and the journal of a tour in Russia in 1867",""
"613.25","017842862","Monograph","Language material ; Text","Volume","GBB664978","","9781782272496","Banting, William","1797-1878","person","author","Banting, William, 1797-1878, author [person] ; Carroll, Lewis, 1832-1898 [person] ; London Library [organisation]","On corpulence : feeding the body and feeding the mind","","Found on the shelves","","England","London","Pushkin","2016","","62 pages, illustrations, 18 cm","YKL.2017.a.12125","Reducing diets ; Books and reading","","English","Published in association with The London Library",""
"613.25","018565446","Monograph","Language material ; Text","Online resource","GBB7K2595","","9781782272632","Banting, William","1797-1878","person","author","Banting, William, 1797-1878, author [person] ; Carroll, Lewis, 1832-1898 [person] ; London Library [organisation]","On corpulence : feeding the body and feeding the mind","","Found on the shelves","","","","Pushkin","2016","","1 online resource (304 pages)","ELD.DS.207866","Reducing diets ; Books and reading","","English","",""
"614.47","012679415","Monograph","Language material ; Text","Volume","GB7630970","","9780904117042","Dodgson, Charles Lutwidge","1832-1898","person","","Crutch, Denis [person] ; Lewis Carroll Society [organisation] ; Dodgson, Charles Lutwidge, 1832-1898 [person]","Three letters on anti-vaccination (1877)","","","","England","Ardbeg Road, Herne Hill, S E 24 ; London","Lewis Carroll Society","1976","","15 pages, 21 cm","D76/49999 ; X.319/16809","Smallpox--Vaccination--Statistical methods ; Medicine--Vaccination","","English","Limited edition of 150 copies ; These letters originally published: in the 'Eastbourne Chronicle', 1877",""
"616.8","019584097","Monograph","Language material ; Still image ; Text","Volume","GBB9H4430","","9783030186081","Blom, Jan Dirk","","person","author","Blom, Jan Dirk, author [person]","Alice in Wonderland syndrome","","","","Switzerland","Cham","Springer","2019","","1 volume, illustrations (black and white and colour), 24 cm","","Carroll, Lewis, 1832-1898--Health ; Perceptual disorders","","English","",""
"641.5","005590872","Monograph","Language material ; Text","Volume","GB7606781","","9780584104059","Fisher, John","1945-","person","author","Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person] ; Fisher, John, 1945-, author [person]","Alice's cook book : a culinary diversion","Alice's adventures in Wonderland ; Through the looking-glass","","","England","London","Muller","1975","","119 pages, illustrations, 26 cm","","Cooking ; Food--Recipes ; Fiction in English--1837-1900--Texts","","English","",""
"658.4012","017749972","Monograph","Language material ; Still image ; Text","Volume","GBB627562","","9781908984548","Santon, Kate","","person","author","Santon, Kate, author [person]","Alice in strategy land : Mad Hatter's meetings, corporate rabbit holes and how to manage your flamingo","","","","England","Oxford","Infinite Ideas","2016","","ix, 150 pages, 20 cm","YKL.2017.a.10106","Strategic planning ; Business planning ; Carroll, Lewis, 1832-1898","","English","",""
"658.4012","019365512","Monograph","Language material ; Text","Online resource","GBB973562","","9781910902073","Santon, Kate","","person","author","Santon, Kate, author [person]","Alice in strategy land : Mad Hatter's meetings, corporate rabbit holes and how to manage your flamingo","","","","United Kingdom","Oxford","Infinite Ideas","2016","","1 online resource (160 pages)","ELD.DS.410163","Strategic planning ; Business planning ; Carroll, Lewis, 1832-1898","","English","",""
"701","016162236","Monograph","Language material ; Text","Volume","GBB287782","","9780674067066","Tamen, Miguel","","person","","Tamen, Miguel [person]","What art is like, in constant reference to the Alice books","","","","England","London","Harvard University","2012","","117 pages, 24 cm","YC.2013.a.8903","Art--Philosophy ; Carroll, Lewis, 1832-1898 ; Alice, (Fictitious character from Carroll)","","English","",""
"704.9498238","015860948","Monograph","Language material ; Text","Volume","GBB192100","","9781854379917","","","","","Hamburger Kunsthalle [organisation] ; Schulz, Christoph Benjamin [person] ; Clayton, Ellen C. (Ellen Creathorne), 1834-1900 [person] ; Delahunty, Gavin [person] ; Tate Gallery Liverpool [organisation] ; Museo d'arte moderna e contemporanea di Trento e Rovereto [organisation]","Alice in Wonderland : through the visual arts","","","","England","London","Tate","2011","","191 pages, illustrations (chiefly colour), portraits, 28 cm","YC.2012.b.1761","Carroll, Lewis, 1832-1898--Influence ; Alice, (Fictitious character from Carroll)--Pictorial works--Exhibitions ; Characters and characteristics in art ; Carroll, Lewis, 1832-1898--Characters--Alice","Exhibition ; Pictorial work","English","Published on the occasion of the exhibition of the same name held at Tate Liverpool, 4th November 2011-25th January 2012, Museo di arte moderna e contemporanea di Trento e Roverto, 25th February-3rd June 2012, and Hamburger Kunsthalle, 20th June-30th September 2012",""
"740","013640906","Monograph","Language material ; Text","Volume","","","9782352900115","","","","","Salon du livre de jeunesse (France) [organisation] ; Centre de promotion du livre de jeunesse Seine-Saint-Denis [organisation]","Figures futur 2006 : jeunes et nouveaux illustrateurs de demain = young and new illustrators of tomorrow","","","","France","Paris","courtes & longues","2006","","126 pages, illustrations (some colour), 30 cm","LF.31.b.4755","Book illustrators ; Carroll, Lewis, 1832-1898--Illustrations--Exhibitions ; Barrie, J. M. (James Matthew), 1860-1937--Illustrations--Exhibitions ; Children's literature--Illustrations--Awards--Exhibitions ; Young artists--Exhibitions","Exhibition ; Illustration","English ; French","'Exposition ... lors du 22e Salon du livre et de la presse jeunesse en Seine-Saint-Denis, du 22 au 27 novembre 2006'--Colophon ; At head of title: Centre de promotion du livre de jeunesse Seine-Saint-Denis",""
"741","007387872","Monograph","Language material ; Text","Volume","GB7709996","","9780450032783","Spano, Ann","","person","author","Spano, Ann, author [person] ; Carroll, Lewis, 1832-1898 [person] ; Walt Disney Productions [organisation]","Alice in Wonderland : based on Walt Disney Productions' cartoon feature film","Alice's adventures in Wonderland","A read and colour book","","England","London","New English Library","1977","","128 pages, illustrations (some colour), 20 cm","X.990/8623","Painting books ; Colouring books--Texts ; Children's stories ; Children's stories in English--1900---Texts","","English","",""
"741.018","018052471","Monograph","Language material ; Still image ; Text","Volume","GBB858373","","9781849311182","","","","","Carroll, Lewis, 1832-1898 [person]","Alice","Alice's adventures in Wonderland ; Through the looking-glass","Colour my classics","","England","Cambridge","Worth Press","2017","","96 pages, illustrations (black and white and colour), 30 cm","YKL.2018.b.1650","Carroll, Lewis, 1832-1898--Pictorial works ; Coloring books","Pictorial work","English","",""
"741.5","015109527","Monograph","Language material ; Text","Volume","GBA936775","","9781597071154","Baker, Kyle","","person","","Baker, Kyle [person] ; Carroll, Lewis, 1832-1898 [person]","Through the looking-glass","","","","England ; United States of America","Godalming ; New York","Melia ; Papercutz","2009","","1 volume, chiefly colour illustrations, 23 cm","","Alice, (Fictitious character from Carroll)--Comic books, strips, etc--Juvenile fiction","Children's fiction ; Comic or graphic novel","English","",""
"741.5","015337375","Monograph","Language material ; Text","Volume","GBA974780","","9781434217400","Powell, Martin","1959-","person","","Carroll, Lewis, 1832-1898 [person] ; Powell, Martin, 1959- [person]","Alice in Wonderland","Alice's adventures in Wonderland","Graphic revolve","","United States of America","Mankato, Minnesota ; Perth","Roundabout ; Stone Arch","2009","","1 volume, chiefly colour illustrations, 23 cm","","","Children's fiction ; Fantasy","English","",""
