"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Alice's adventures in Wonderland : and, Through the looking-glass : and what Alice found there","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","011931820","Monograph","Language material ; Text","Volume","GB9809301","","9780140433173","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Haughton, Hugh, 1948-, editor [person] ; Carroll, Lewis, 1832-1898 [person]","Penguin classics","","England","London","Penguin","1998","Centenary edition","lxxx, 357 pages, 20 cm","823.8","H.2000/2255","Alice, (Fictitious character from Carroll)--Fiction ; Fantasy fiction, English","","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass and what Alice found there ; Alice's adventures under ground","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","016504844","Monograph","Language material ; Still image ; Text","Volume","GBB388448","","9780147509079","Carroll, Lewis","1832-1898","person","author ; illustrator","Tenniel, John, 1820-1914, illustrator [person] ; Haughton, Hugh, 1948-, editor [person] ; Carroll, Lewis, 1832-1898, author ; illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","","","United States of America","New York","Penguin","2012","","lxxx, 356 pages, black and white illustrations, 21 cm","823.8","YKL.2014.a.1325","Alice, (Fictitious character from Carroll)","Children's fiction","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass and what Alice found there","'Alice' on the stage ; Alice's adventures under ground ; Novels. Selections ; Through the looking glass, and what Alice found there ; Through the looking-glass","018530771","Monograph","Language material ; Text","Online resource","GBB7I3847","","9780141956732 ; 9781101487228","Carroll, Lewis","1832-1898","person","","Haughton, Hugh, 1948- [person] ; Carroll, Lewis, 1832-1898 [person] ; Tenniel, John, 1820-1914 [person]","Penguin classics","","England ; United States of America","London ; New York","Penguin","1998","","1 online resource (lxxx, 356 pages), illustrations","823.8","ELD.DS.197483","FICTION / Fantasy / General ; Fantasy fiction, English ; Alice (Fictitious character : Carroll)--Fiction ; Alice, (Fictitious character from Carroll)","Fiction","English","'Includes the manuscript version of Alice's adventures under ground and Caroll's 1887 essay ''Alice' on the stage''--Page 4 of cover ; 1st work reprinted of the 1898 edition; 2nd work reprinted of 1872 edition ; The 3rd work is the manuscript version, the 4th work is the author's 1887 essay",""
"Alice's adventures in Wonderland : and, Through the looking-glass and what Alice found there","Alice's adventures in Wonderland ; Alice's adventures in Wonderland and, Through the looking-glass and what Alice found there ; Novels. Selections ; Through the looking-glass","006964446","Monograph","Language material ; Text","Volume","GBA2U4609","","9780375761386","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","The Modern Library Classics","","United States of America","New York","Random House","2002","","xxi, 264 pages, illustrations, 21 cm","821.8","","Alice, (Fictitious character from Carroll)--Fiction ; Fantasy fiction, English","Fiction","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass and what Alice found there","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","000617304","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","","","England ; United States of America","London ; New York","Macmillan","1893","People's edition","2 parts, 19 cm","","1608/2799","","","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass and what Alice found there","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","007392073","Monograph","Language material ; Text","Volume","GB9447677","","9780460873598","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person]","","","England","London","Dent","1993","","xxvii, 238 pages","823.8","YK.1994.a.14510","English fiction--Children's stories","","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass and what Alice found there","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","007683557","Monograph","Language material ; Text","Volume","GB7124736","","9780192553416","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person] ; Green, Roger Lancelyn, editor [person]","Oxford English novels","","England","London","Oxford University Press","1971","","xxxiii, 277 pages, illustrations, 21 cm","823.8","X.0908/46. (39.)","Fiction in English, 1837-1900--Texts","","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass and what Alice found there","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","011400477","Monograph","Language material ; Text","Volume","GB8837087","","9781851520701","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person]","","","England","London","Chancellor","1987","","304 pages, 16 pages of colour plates, illustrations, 24 cm","823.8","YK.1988.a.1465 ; YK.1988.b.4014","Children's stories in English--1837-1900--Texts","","English","Originally published: London ; Octopus books, 1986",""
"Alice's adventures in Wonderland : and, Through the looking-glass and what Alice found there","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","013735547","Monograph","Language material ; Text","Volume","GBA732633","","9780099503859 ; 9780099512073","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person]","","","England","London","Vintage Classic","2007","","326 pages, 20 cm","823.8","","Alice, (Fictitious character from Carroll)--Fiction","Fiction","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass and what Alice found there","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","017182501","Monograph","Language material ; Still image ; Text","Volume","GBB556931","","9780143107620","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","","","England","London","Penguin","2015","150th anniversary edition","xxii, 247 pages, illustrations, 21 cm","823.8","YKL.2017.a.8392","Children's stories, English ; Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass and what Alice found there","Novels. Selections ; Through the looking-glass","017945844","Monograph","Language material ; Still image ; Text","Volume","GBB835465","","9781784871598","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","Vintage classics library","","England","London","Vintage","2016","","326 pages, black and white illustrations, 18 cm","823.8","YKL.2018.a.998","Alice, (Fictitious character from Carroll)--Juvenile fiction ; Fantasy fiction, English","Children's fiction","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass and what Alice found there, etc","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","000617306","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person]","","","United States of America","Philadelphia","David McKay","1912","","2 parts, plates, illustrations, 20 cm","","X.990/5949","","","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","000617305","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","","","England","London","Macmillan","1911","","x, 291 pages, illustrations (8°)","","012808.d.28","","","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","000617317","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","","","England","London ; Paris","","1947","","287 pages, illustrations (8°)","","12830.f.15","","","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","000617325","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Paflin, Roberta, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","","","United States of America","Racine, Wisc","Whitman Publishing","1955","","284 pages, illustrations, 21 cm","","12846.e.18","","","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","006990631","Monograph","Language material ; Text","Volume","GB6216854","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Walsh, David, illustrator [person] ; Carroll, Lewis, 1832-1898 [person] ; Cooper, John, 1942-, illustrator [person]","Prince Charming colour books for children","","England","London","Ward Lock","1962","","224 pages, illustrations, 22 cm","823.8","12846.h.43","","","English","",""
"Alice's adventures in Wonderland : and, Through the looking-glass","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","007390840","Monograph","Language material ; Text","Volume","GB7725184","","9780460027540","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","Children's illustrated classics","","England","London","Dent","1977","","x, 246 pages, 8 leaves of plates, illustrations (some colour), 22 cm","823.8","WP.2008/120","Fiction in English ; Fiction in English--1837-1900--Texts","","English","Originally published: 1954",""
"Alice's adventures in Wonderland : and, Through the looking-glass","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","009011114","Monograph","Language material ; Text","Volume","GB6601637","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","The Macmillan classics","","England ; United States of America","London ; New York","Collier-Macmillan ; Macmillan","1963","","125, 150 pages, illustrations, 24 cm","823.8","12586.tt.1/11","","","English","",""
